,adj_word,adj_lemma,adj_id,mod_adj,n_word,n_lemma,n_id,sen_len,sen_id
245,few,few,16,,minutes,minute,17,39,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0025
246,future,future,21,,history,history,22,39,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0025
247,brave,brave,12,new,world,world,14,19,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0026
248,new,new,13,brave,world,world,14,19,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0026
249,particular,particular,7,,future,future,8,10,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0028
250,small,small,3,possible,commment,commment,4,24,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0029
251,possible,possible,9,small,commment,commment,4,24,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0029
252,whole,whole,24,,thing,thing,27,30,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0030
253,open,open,25,,source,source,26,30,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0030
254,inclined,inclined,3,,,,,75,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0031
255,popular,popular,23,non-Microsoft,browser,browser,25,75,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0031
256,non-Microsoft,non-microsoft,24,popular,browser,browser,25,75,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0031
257,higher,higher,68,,echelons,echelon,69,75,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0031
258,enlightened,enlightened,6,,interest,interest,8,16,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0032
259,large,large,11,,projects,project,14,16,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0032
260,open,open,12,,source,source,13,16,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0032
261,alive,alive,15,,,,,16,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0032
262,Fascinating,fascinating,1,,viewpoint,viewpoint,2,8,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0033
263,open,open,2,,source,source,3,23,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0036
264,inexpensive,inexpensive,9,,way,way,10,23,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0036
265,open,open,18,,source,source,19,23,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0036
266,more,more,4,,bang,bang,5,25,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0037
267,private,private,12,,company,company,13,25,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0037
268,inevitable,inevitable,19,,clashes,clash,21,25,weblog-typepad.com_ripples_20050410122300_ENG_20050410_122300-0037
269,gross,gross,35,,incompetence,incompetence,36,39,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0001
270,Iraqi,iraqi,14,grateful,,,,32,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0002
271,grateful,grateful,20,Iraqi,,,,32,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0002
272,dual,dual,5,Arab,insurgencies,insurgency,10,33,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0003
273,Sunni,sunni,6,Shiite,,,,33,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0003
274,Arab,arab,7,dual,insurgencies,insurgency,10,33,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0003
275,Shiite,shiite,9,Sunni,,,,33,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0003
276,massive,massive,23,,scale,scale,24,33,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0003
277,Spanish,spanish,6,,contingents,contingent,11,26,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0004
278,Thai,thai,8,other,,,,26,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0004
279,other,other,10,Thai,,,,26,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0004
280,committed,committed,14,,time,time,3,26,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0004
281,reluctant,reluctant,22,,,,,26,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0004
282,involved,involved,25,,,,,26,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0004
283,international,international,8,,affairs,affair,9,12,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0006
284,most,most,12,,,,,35,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0008
285,administrative,administrative,17,,experience,experience,18,35,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0008
286,Muslim,muslim,27,,culture,culture,28,35,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0008
287,few,few,6,experienced,Arabists,arabist,10,23,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0010
288,experienced,experienced,7,few,Arabists,arabist,10,23,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0010
289,ulterior,ulterior,10,,motives,motive,11,50,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0011
290,social,social,13,,experiments,experiment,14,50,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0011
291,Iraqi,iraqi,21,,people,people,22,50,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0011
292,economic,economic,28,,shock,shock,29,50,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0011
293,extreme,extreme,15,many,incompetence,incompetence,16,27,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0012
294,double,double,19,,dealing,dealing,21,27,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0012
295,many,many,23,extreme,incompetence,incompetence,16,27,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0012
296,close,close,10,,,,,47,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0013
297,ulterior,ulterior,25,,motive,motive,26,47,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0013
298,trenchant,trenchant,6,,critic,critic,7,11,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0014
299,extraordinary,extraordinary,9,,,,,19,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0015
300,recent,recent,17,,weeks,week,18,19,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0015
301,gross,gross,4,,incompetence,incompetence,5,19,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0017
302,dark,dark,10,ulterior,motives,motive,12,19,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0017
303,ulterior,ulterior,11,dark,motives,motive,12,19,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0017
304,classical,classical,4,logical,fallacy,fallacy,6,44,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0018
305,logical,logical,5,classical,fallacy,fallacy,6,44,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0018
306,suspicious,suspicious,15,,,,,41,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0020
307,upper,upper,27,,reaches,reach,28,41,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0020
308,radical,radical,3,Muslim,cleric,cleric,6,32,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0021
309,Shiite,shiite,4,,,,,32,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0021
310,Muslim,muslim,5,radical,cleric,cleric,6,32,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0021
311,militant,militant,12,Palestinian,group,group,14,32,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0021
312,Palestinian,palestinian,13,militant,group,group,14,32,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0021
313,Shiite,shiite,23,,cleric,cleric,24,46,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0022
314,militant,militant,41,Shiite,group,group,44,46,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0022
315,Lebanese,lebanese,42,Shiite,group,group,44,46,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0022
316,Shiite,shiite,43,Lebanese,group,group,44,46,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0022
317,Last,last,1,,month,month,2,14,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0023
318,same,same,22,,,,,43,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0024
319,chief,chief,6,,aide,aide,7,41,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0026
320,other,other,16,,members,member,17,41,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0026
321,violent,violent,29,,conflict,conflict,30,41,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0026
322,dead,dead,40,,,,,41,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0026
323,unlikely,unlikely,4,,,,,16,weblog-juancole.com_juancole_20040404101100_ENG_20040404_101100-0027
324,wasted,wasted,11,,,,,15,email-enronsent23_13-0001
325,couple,couple,10,,,,,15,email-enronsent23_13-0002
326,happy,happy,4,,hour,hour,5,8,email-enronsent23_13-0004
327,embarrassed,embarrassed,4,,,,,15,email-enronsent23_13-0011
328,slightest,slightest,10,,idea,idea,11,15,email-enronsent23_13-0011
329,wasted,wasted,8,interested,,,,13,email-enronsent23_08-0001
330,interested,interested,12,wasted,,,,13,email-enronsent23_08-0001
331,great,great,20,,people,people,21,26,email-enronsent23_08-0006
332,fantastic,fantastic,24,,friends,friend,25,26,email-enronsent23_08-0006
333,agreeable,agreeable,10,,,,,22,email-enronsent23_08-0007
334,last,last,20,,night,night,21,22,email-enronsent23_08-0007
335,Fucking,fucking,1,,bitches,bitch,2,4,email-enronsent23_08-0008
336,ready,ready,7,,,,,10,email-enronsent23_11-0003
337,small,small,8,,,,,11,email-enronsent23_11-0009
338,cute,cute,10,,,,,11,email-enronsent23_11-0009
339,mean,mean,7,,,,,8,email-enronsent23_11-0011
340,friendly,friendly,6,,,,,7,email-enronsent23_11-0014
341,cool,cool,6,,,,,13,email-enronsent23_11-0015
342,good,good,7,,sources,source,8,37,email-enronsent05_01-0004
343,direct,direct,34,,access,access,35,37,email-enronsent05_01-0004
344,bilateral,bilateral,19,,contracts,contract,20,36,email-enronsent05_01-0005
345,direct,direct,30,,access,access,31,36,email-enronsent05_01-0005
346,other,other,2,,words,word,3,8,email-enronsent05_01-0006
347,direct,direct,9,,advocates,advocate,11,46,email-enronsent05_01-0008
348,general,general,35,,rule,rule,36,46,email-enronsent05_01-0008
349,direct,direct,39,,access,access,40,46,email-enronsent05_01-0008
350,strong,strong,8,upper,hand,hand,10,30,email-enronsent05_01-0009
351,upper,upper,9,strong,hand,hand,10,30,email-enronsent05_01-0009
352,direct,direct,17,,access,access,18,30,email-enronsent05_01-0009
353,direct,direct,28,,access,access,29,30,email-enronsent05_01-0009
354,privileged,privileged,12,,information,information,15,16,email-enronsent23_14-0010
355,confidential,confidential,14,,,,,16,email-enronsent23_14-0010
356,other,other,2,,use,use,3,11,email-enronsent23_14-0012
357,happy,happy,5,,hour,hour,6,13,email-enronsent23_14-0014
358,perverted,perverted,7,,,,,8,email-enronsent23_14-0015
359,perverted,perverted,6,old,man,man,8,9,email-enronsent23_14-0016
360,old,old,7,perverted,man,man,8,9,email-enronsent23_14-0016
361,quick,quick,8,,note,note,9,20,email-enronsent20_02-0003
362,last,last,4,,day,day,5,37,email-enronsent20_02-0004
363,new,new,24,,position,position,25,37,email-enronsent20_02-0004
364,sure,sure,11,,,,,20,email-enronsent20_02-0005
365,new,new,11,,job,job,12,31,email-enronsent20_02-0006
366,past,past,10,,years,year,12,26,email-enronsent20_02-0007
367,best,best,25,,,,,26,email-enronsent20_02-0007
368,happy,happy,6,,hour,hour,7,25,email-enronsent20_02-0010
369,new,new,2,,name,name,4,7,email-enronsent26_02-0010
370,most,most,2,,cases,case,3,18,email-enronsent26_02-0011
371,conventional,conventional,10,first,name,name,12,18,email-enronsent26_02-0011
372,first,first,11,conventional,name,name,12,18,email-enronsent26_02-0011
373,last,last,14,,name,name,15,18,email-enronsent26_02-0011
374,confidential,confidential,21,,material,material,26,27,email-enronsent26_02-0015
375,privileged,privileged,25,,,,,27,email-enronsent26_02-0015
376,other,other,8,,use,use,9,34,email-enronsent26_02-0016
377,other,other,27,,persons,person,24,34,email-enronsent26_02-0016
378,Best,best,1,,regards,regards,2,3,email-enronsent26_02-0024
379,Direct,direct,3,,Dial,dial,4,13,email-enronsent26_02-0027
380,Direct,direct,7,,Fax,fax,8,13,email-enronsent26_02-0027
381,short,short,4,,,,,14,email-enronsent28_02-0004
382,close,close,9,close,sixth,sixth,10,20,email-enronsent28_02-0005
383,close,close,14,close,sixth,sixth,10,20,email-enronsent28_02-0005
384,highest,highest,18,,bid,bid,19,20,email-enronsent28_02-0005
385,highest,highest,10,,bid,bid,11,12,email-enronsent28_02-0006
386,other,other,6,,companies,company,8,23,email-enronsent28_02-0007
387,short,short,11,,list,list,12,23,email-enronsent28_02-0007
388,alternative,alternative,15,,structures,structure,16,23,email-enronsent28_02-0007
389,additional,additional,4,,RFP,rfp,5,23,email-enronsent28_02-0008
390,other,other,5,,questions,question,6,12,email-enronsent28_02-0013
391,reliable,reliable,14,,,,,27,email-enronsent28_02-0019
392,accurate,accurate,24,,,,,27,email-enronsent28_02-0019
393,complete,complete,26,,,,,27,email-enronsent28_02-0019
394,financial,financial,21,,instruments,instrument,22,25,email-enronsent28_02-0020
395,such,such,2,,,,,34,email-enronsent28_02-0022
396,material,material,8,,respects,respects,9,34,email-enronsent28_02-0022
397,recent,recent,8,,version,version,9,26,email-enronsent28_02-0024
398,higher,higher,25,,,,,26,email-enronsent28_02-0024
399,FREE,free,9,,,,,12,email-enronsent28_02-0025
400,Intrastate,intrastate,6,,Agreement,agreement,9,15,email-enronsent28_03-0004
401,Senior,senior,12,,President,president,14,36,email-enronsent28_03-0006
402,part,part,16,free,,,,52,email-enronsent28_03-0007
403,free,free,20,part,,,,52,email-enronsent28_03-0007
404,adverse,adverse,24,,claims,claim,25,52,email-enronsent28_03-0007
405,subject,subject,49,,,,,52,email-enronsent28_03-0007
406,necessary,necessary,17,,corrections,correction,18,24,email-enronsent28_03-0008
407,necessary,necessary,7,,changes,change,8,12,email-enronsent28_03-0009
408,further,further,9,,questions,question,10,11,email-enronsent28_03-0011
409,clean,clean,2,,version,version,5,8,email-enronsent28_03-0015
410,OK,ok,3,,,,,8,email-enronsent28_03-0017
411,acceptable,acceptable,5,,,,,13,email-enronsent28_03-0018
412,awesome,awesome,3,,,,,4,email-enronsent28_03-0024
413,different,different,7,,story,story,8,9,email-enronsent28_03-0026
414,much,much,6,,stuff,stuff,8,18,email-enronsent28_03-0027
415,hot,hot,8,,,,,9,email-enronsent28_03-0029
416,extra,extra,2,,bedroom,bedroom,3,7,email-enronsent28_03-0032
417,nicer,nicer,5,,,,,7,email-enronsent28_03-0032
418,old,old,2,,bed,bed,3,9,email-enronsent28_03-0033
419,fine,fine,3,,,,,6,email-enronsent28_03-0039
420,ready,ready,10,,,,,11,email-enronsent28_03-0040
421,fun,fun,5,,part,part,6,7,email-enronsent01_01-0006
422,easy,easy,6,,,,,11,email-enronsent01_01-0023
423,physical,physical,2,,cards,card,4,5,email-enronsent01_01-0027
424,good,good,6,,response,response,7,20,email-enronsent01_01-0031
425,fine,fine,7,,,,,14,email-enronsent01_01-0032
426,happy,happy,6,,,,,9,email-enronsent01_01-0040
427,Glad,glad,1,,,,,7,email-enronsent08_01-0001
428,well,well,6,,,,,7,email-enronsent08_01-0001
429,important,important,22,,asses,ass,23,24,email-enronsent08_01-0002
430,young,young,2,,,,,3,email-enronsent08_01-0007
431,great,great,5,,,,,6,email-enronsent08_01-0008
432,little,little,12,,,,,30,email-enronsent08_01-0009
433,sooner,sooner,13,,month,month,8,30,email-enronsent08_01-0009
434,certain,certain,5,,parts,part,6,10,email-enronsent08_01-0014
435,few,few,4,,theories,theory,6,12,email-enronsent08_01-0015
436,interesting,interesting,4,,stuff,stuff,5,6,email-enronsent08_01-0016
437,great,great,4,,,,,5,email-enronsent08_01-0019
438,rewarding,rewarding,7,,,,,8,email-enronsent08_01-0020
439,more,more,9,,respect,respect,10,14,email-enronsent08_01-0021
440,other,other,12,,humans,human,13,14,email-enronsent08_01-0021
441,well,well,3,,,,,14,email-enronsent08_01-0022
442,cool,cool,10,,job,job,11,14,email-enronsent08_01-0022
443,FREE,free,3,,download,download,4,9,email-enronsent08_01-0027
444,free,free,5,,,,,12,email-enronsent08_01-0034
445,next,next,4,,time,time,5,11,email-enronsent08_01-0036
446,confidential,confidential,10,privileged,communication,communication,14,22,email-enronsent08_01-0042
447,privileged,privileged,19,confidential,communication,communication,14,22,email-enronsent08_01-0042
448,confidential,confidential,21,,,,,22,email-enronsent08_01-0042
449,sure,sure,2,,,,,18,email-enronsent08_01-0051
450,affectionate,affectionate,9,,relationships,relationship,14,15,email-enronsent30_02-0001
451,satisfying,satisfying,11,harmonious,,,,15,email-enronsent30_02-0001
452,harmonious,harmonious,13,satisfying,,,,15,email-enronsent30_02-0001
453,ultimate,ultimate,2,,goal,goal,3,25,email-enronsent30_02-0002
454,intimate,intimate,10,,union,union,11,25,email-enronsent30_02-0002
455,mutual,mutual,23,,trust,trust,24,25,email-enronsent30_02-0002
456,True,true,8,,love,love,9,33,email-enronsent30_02-0003
457,many,many,13,,things,thing,14,22,email-enronsent30_02-0004
458,greater,greater,18,,prestige,prestige,19,28,email-enronsent30_02-0005
459,considerable,considerable,25,,esteem,esteem,27,28,email-enronsent30_02-0005
460,emotional,emotional,14,,person,person,15,64,email-enronsent30_02-0006
461,apt,apt,18,,,,,64,email-enronsent30_02-0006
462,little,little,35,,affection,affection,36,64,email-enronsent30_02-0006
463,past,past,53,,,,,64,email-enronsent30_02-0006
464,open,open,61,,,,,64,email-enronsent30_02-0006
465,clear,clear,4,,thinker,thinker,5,40,email-enronsent30_02-0009
466,own,own,4,,person,person,5,19,email-enronsent30_02-0010
467,own,own,17,,convictions,conviction,18,19,email-enronsent30_02-0010
468,straight,straight,19,,dealing,dealing,21,23,email-enronsent30_02-0011
469,more,more,10,,conflict,conflict,11,18,email-enronsent30_02-0012
470,more,more,14,,differences,difference,15,18,email-enronsent30_02-0012
471,involved,involved,10,,,,,19,email-enronsent30_02-0013
472,alone,alone,19,,,,,20,email-enronsent30_02-0014
473,sorry,sorry,1,,,,,17,email-enronsent30_02-0016
474,Raw,raw,1,,data,data,2,14,email-enronsent30_02-0017
475,fisrt,fisrt,6,,tab,tab,7,14,email-enronsent30_02-0017
476,historical,historical,6,,file,file,9,18,email-enronsent30_02-0021
477,new,new,4,,link,link,5,31,email-enronsent30_02-0025
478,unable,unable,8,,employees,employee,7,31,email-enronsent30_02-0025
479,Imperial,imperial,29,,Ballroom,ballroom,30,31,email-enronsent30_02-0025
480,live,live,28,,event,event,29,32,email-enronsent30_02-0026
481,complicated,complicated,18,,,,,19,email-enronsent30_02-0029
482,possible,possible,3,,,,,17,email-enronsent30_02-0030
483,else,else,8,,,,,17,email-enronsent30_02-0030
484,Good,good,1,,Morning,morning,2,4,email-enronsent29_01-0003
485,Special,special,12,,Provisions,provision,13,19,email-enronsent29_01-0004
486,prompt,prompt,4,,feedback,feedback,5,9,email-enronsent29_01-0007
487,attached,attached,3,,file,file,4,20,email-enronsent29_01-0015
488,special,special,9,,provisions,provision,10,11,email-enronsent29_01-0021
489,Best,best,1,,regards,regards,2,3,email-enronsent29_01-0022
490,only,only,2,,agreement,agreement,3,17,email-enronsent29_01-0032
491,else,else,9,,,,,10,email-enronsent29_01-0033
492,Best,best,1,,regards,regards,2,3,email-enronsent29_01-0040
493,Alternate,alternate,8,,Imbalance,imbalance,10,15,email-enronsent29_01-0044
494,Aggregate,aggregate,4,,Imbalance,imbalance,6,13,email-enronsent29_01-0045
495,several,several,11,,sections,section,12,13,email-enronsent29_01-0045
496,fine,fine,3,,,,,6,email-enronsent29_01-0053
497,ready,ready,10,,,,,11,email-enronsent29_01-0054
498,correct,correct,3,,,,,20,email-enronsent29_01-0060
499,appropriate,appropriate,9,,changes,change,10,20,email-enronsent29_01-0060
500,Best,best,1,,regards,regards,2,3,email-enronsent29_01-0061
501,several,several,7,,blanks,blank,8,15,email-enronsent29_01-0067
502,administrative,administrative,10,,information,information,11,15,email-enronsent29_01-0067
503,able,able,3,,,,,23,email-enronsent29_01-0068
504,Fed,fed,10,,ID,id,12,23,email-enronsent29_01-0068
505,Dear,dear,1,,,,,3,email-enronsent19_02-0005
506,Geometric,geometric,11,Brownian,Model,model,17,37,email-enronsent19_02-0008
507,Brownian,brownian,12,Geometric,Model,model,17,37,email-enronsent19_02-0008
508,most,most,26,,,,,37,email-enronsent19_02-0008
509,half,half,4,,,,,22,email-enronsent19_02-0009
510,hourly,hourly,6,,price,price,7,22,email-enronsent19_02-0009
511,Ordinary,ordinary,6,Least,Squares,square,8,22,email-enronsent19_02-0010
512,Least,least,7,Ordinary,Squares,square,8,22,email-enronsent19_02-0010
513,different,different,15,,sign,sign,16,22,email-enronsent19_02-0010
514,standard,standard,4,,error,error,5,9,email-enronsent19_02-0011
515,positive,positive,16,,sign,sign,17,18,email-enronsent19_02-0015
516,monthly,monthly,5,,data,data,6,13,email-enronsent19_02-0016
517,same,same,12,,,,,13,email-enronsent19_02-0016
518,Kindest,kindest,1,,regards,regards,2,3,email-enronsent19_02-0018
519,FREE,free,3,,download,download,4,16,email-enronsent19_02-0020
520,best,best,4,,solution,solution,5,12,email-enronsent19_02-0026
521,possible,possible,7,,intern,intern,8,12,email-enronsent19_02-0029
522,new,new,13,,hire,hire,14,32,email-enronsent19_02-0030
523,premature,premature,12,,,,,20,email-enronsent19_02-0031
524,responsible,responsible,20,,,,,50,email-enronsent19_02-0032
525,okay,okay,3,,,,,6,email-enronsent19_02-0034
526,well,well,4,,,,,6,email-enronsent19_02-0035
527,interested,interested,9,,,,,14,email-enronsent19_02-0040
528,bright,bright,7,personable,person,person,8,12,email-enronsent19_02-0041
529,personable,personable,11,bright,person,person,8,12,email-enronsent19_02-0041
530,Dear,dear,1,,,,,5,email-enronsent19_02-0044
531,good,good,6,,flight,flight,7,11,email-enronsent19_02-0047
532,good,good,4,,opportunity,opportunity,5,14,email-enronsent19_02-0048
533,good,good,6,,chance,chance,7,31,email-enronsent19_02-0053
534,nice,nice,13,,day,day,14,15,email-enronsent19_02-0054
535,Stochastic,stochastic,3,,Processes,process,4,31,email-enronsent19_02-0057
536,such,such,2,,,,,25,email-enronsent00_02-0011
537,net,net,7,,shares,share,8,25,email-enronsent00_02-0011
538,proper,proper,11,,withholding,withholding,12,25,email-enronsent00_02-0011
539,fair,fair,14,,market,market,15,25,email-enronsent00_02-0011
540,prior,prior,19,,,,,25,email-enronsent00_02-0011
541,fractional,fractional,18,,shares,share,19,21,email-enronsent00_02-0012
542,personal,personal,11,,check,check,12,19,email-enronsent00_02-0013
543,gross,gross,17,,shares,share,18,19,email-enronsent00_02-0013
544,such,such,2,,,,,22,email-enronsent00_02-0016
545,knowledgeable,knowledgeable,14,,expert,expert,6,24,email-enronsent00_02-0017
546,various,various,20,,amendments,amendment,23,24,email-enronsent00_02-0017
547,convenient,convenient,11,,date,date,6,14,email-enronsent00_02-0019
548,clear,clear,3,,,,,12,email-enronsent00_02-0024
549,many,many,20,,shares,share,21,22,email-enronsent00_02-0025
550,common,common,27,,stock,stock,28,53,email-enronsent00_02-0027
551,such,such,40,,payment,payment,41,53,email-enronsent00_02-0027
552,common,common,50,,stock,stock,51,53,email-enronsent00_02-0027
553,new,new,9,,rock,rock,10,17,email-enronsent00_02-0035
554,ready,ready,3,,,,,13,email-enronsent00_02-0036
555,other,other,8,,ideas,idea,9,13,email-enronsent00_02-0050
556,better,better,6,,,,,7,email-enronsent00_02-0056
557,better,better,3,,,,,13,email-enronsent00_02-0059
558,able,able,4,,,,,9,email-enronsent00_02-0060
559,free,free,8,,,,,13,newsgroup-groups.google.com_AlaskaTheLastFrontier_e483fe7209d6282b_ENG_20050531_202500-0001
560,free,free,11,,offer,offer,12,26,newsgroup-groups.google.com_AllFreeStuff_7ba8b032d12f81df_ENG_20050929_202700-0001
561,such,such,14,,efax,efax,16,26,newsgroup-groups.google.com_AllFreeStuff_7ba8b032d12f81df_ENG_20050929_202700-0001
562,free,free,2,,,,,3,newsgroup-groups.google.com_AllFreeStuff_7ba8b032d12f81df_ENG_20050929_202700-0002
563,FIRST,first,7,,site,site,8,23,newsgroup-groups.google.com_RagnarokOnlineII_aa9a688cad543649_ENG_20051110_012000-0003
564,new,new,17,,,,,23,newsgroup-groups.google.com_RagnarokOnlineII_aa9a688cad543649_ENG_20051110_012000-0003
565,devoted,devoted,9,,companion,companion,6,23,newsgroup-groups.google.com_APassionforRats_13b309ec29808aeb_ENG_20050523_143400-0003
566,communicative,communicative,12,mesmerizing,,,,23,newsgroup-groups.google.com_APassionforRats_13b309ec29808aeb_ENG_20050523_143400-0003
567,loving,loving,15,mesmerizing,,,,23,newsgroup-groups.google.com_APassionforRats_13b309ec29808aeb_ENG_20050523_143400-0003
568,mesmerizing,mesmerizing,18,loving,,,,23,newsgroup-groups.google.com_APassionforRats_13b309ec29808aeb_ENG_20050523_143400-0003
569,Interested,interested,1,,,,,4,newsgroup-groups.google.com_alt.animals.badgers_1b8e106a9a468d99_ENG_20040220_231100-0002
570,great,great,17,,game,game,19,20,newsgroup-groups.google.com_alt.animals.badgers_1b8e106a9a468d99_ENG_20040220_231100-0003
571,large,large,1,,selection,selection,2,11,newsgroup-groups.google.com_alt.animals.badgers_1b8e106a9a468d99_ENG_20040220_231100-0004
572,best,best,9,,sellers,seller,10,11,newsgroup-groups.google.com_alt.animals.badgers_1b8e106a9a468d99_ENG_20040220_231100-0004
573,Interested,interested,1,,,,,4,newsgroup-groups.google.com_alt.animals.bear_1b8e106a9a468d99_ENG_20040220_231100-0002
574,great,great,17,,game,game,19,31,newsgroup-groups.google.com_alt.animals.bear_1b8e106a9a468d99_ENG_20040220_231100-0003
575,large,large,21,,selection,selection,22,31,newsgroup-groups.google.com_alt.animals.bear_1b8e106a9a468d99_ENG_20040220_231100-0003
576,specific,specific,3,,inputs,input,5,20,newsgroup-groups.google.com_IndiaNewsWindow_434225fff269b2af_ENG_20051109_074500-0001
577,preliminary,preliminary,3,,interrogation,interrogation,4,20,newsgroup-groups.google.com_IndiaNewsWindow_434225fff269b2af_ENG_20051109_074500-0002
578,several,several,17,vital,clues,clue,19,20,newsgroup-groups.google.com_IndiaNewsWindow_434225fff269b2af_ENG_20051109_074500-0002
579,vital,vital,18,several,clues,clue,19,20,newsgroup-groups.google.com_IndiaNewsWindow_434225fff269b2af_ENG_20051109_074500-0002
580,ultimate,ultimate,3,,program,program,4,23,newsgroup-groups.google.com_alt.animals_114e091e6bc84ab3_ENG_20040706_240600-0002
581,first,first,11,,issue,issue,12,45,newsgroup-groups.google.com_DorothyofOz_7933f288ff583a7f_ENG_20050607_240200-0001
582,local,local,19,,organizations,organization,21,45,newsgroup-groups.google.com_DorothyofOz_7933f288ff583a7f_ENG_20050607_240200-0001
583,delicious,delicious,25,,reprint,reprint,26,45,newsgroup-groups.google.com_DorothyofOz_7933f288ff583a7f_ENG_20050607_240200-0001
584,hot,hot,30,new,cover,cover,33,45,newsgroup-groups.google.com_DorothyofOz_7933f288ff583a7f_ENG_20050607_240200-0001
585,new,new,32,hot,cover,cover,33,45,newsgroup-groups.google.com_DorothyofOz_7933f288ff583a7f_ENG_20050607_240200-0001
586,available,available,39,,,,,45,newsgroup-groups.google.com_DorothyofOz_7933f288ff583a7f_ENG_20050607_240200-0001
